time,INITIAL TIME,FINAL TIME,TIME STEP,SAVEPER,contact infectivity,duration,total population,recovering,succumbing,infectious,recovered,susceptible
0.4375,0,100,0.03125,0.03125,0.3,5,1000,1.0446077146229533,1.5658624742650298,5.223038573114766,0.44649357419382346,999.3304678526913
0.46875,0,100,0.03125,0.03125,0.3,5,1000,1.0478655568707163,1.5706690526655516,5.2393277843535815,0.47913756527579077,999.2815346503705
0.5,0,100,0.03125,0.03125,0.3,5,1000,1.0511330787194342,1.5754894242463038,5.25566539359717,0.5118833639280006,999.2324512424748
0.53125,0,100,0.03125,0.03125,0.3,5,1000,1.054410305878977,1.5803236225122734,5.2720515293948855,0.5447312726379829,999.1832171979671
0.5625,0,100,0.03125,0.03125,0.3,5,1000,1.0576972641079352,1.5851716810105974,5.288486320539676,0.577681594696701,999.1338320847636
0.59375,0,100,0.03125,0.03125,0.3,5,1000,1.060993979213577,1.590033633330336,5.304969896067885,0.610734634200074,999.0842954697321
0.625,0,100,0.03125,0.03125,0.3,5,1000,1.0643004770518067,1.59490951310224,5.321502385259033,0.6438906960504983,999.0346069186905
0.65625,0,100,0.03125,0.03125,0.3,5,1000,1.067616783527122,1.599799353998516,5.338083917635609,0.6771500859583672,998.984765996406
0.6875,0,100,0.03125,0.03125,0.3,5,1000,1.0709429245925681,1.6047031897325952,5.354714622962841,0.7105131104435898,998.9347722665937
0.71875,0,100,0.03125,0.03125,0.3,5,1000,1.0742789262496932,1.6096210540588876,5.371394631248466,0.7439800768371075,998.8846252919145
0.75,0,100,0.03125,0.03125,0.3,5,1000,1.0776248145485008,1.6145529807725467,5.388124072742504,0.7775512932824105,998.8343246339751
0.78125,0,100,0.03125,0.03125,0.3,5,1000,1.080980615587401,1.6194990037092223,5.404903077937005,0.8112270687370511,998.783869853326
0.8125,0,100,0.03125,0.03125,0.3,5,1000,1.0843463555131625,1.6244591567448163,5.421731777565812,0.8450077129741573,998.7332605094601
0.84375,0,100,0.03125,0.03125,0.3,5,1000,1.0877220605208602,1.6294334737952314,5.438610302604301,0.8788935365839436,998.6824961608119
0.875,0,100,0.03125,0.03125,0.3,5,1000,1.0911077568538252,1.6344219888161222,5.455538784269126,0.9128848509752205,998.6315763647558
0.90625,0,100,0.03125,0.03125,0.3,5,1000,1.0945034708035895,1.6394247358026377,5.472517354017947,0.9469819683769026,998.5805006776053
0.9375,0,100,0.03125,0.03125,0.3,5,1000,1.0979092287098335,1.6444417487891678,5.489546143549168,0.9811852018395149,998.5292686546114
0.96875,0,100,0.03125,0.03125,0.3,5,1000,1.1013250569603295,1.6494730618490823,5.506625284801647,1.015494865236697,998.4778798499618
1.0,0,100,0.03125,0.03125,0.3,5,1000,1.104750981990884,1.654518709094467,5.5237549099544205,1.0499112732667073,998.426333816779
1.03125,0,100,0.03125,0.03125,0.3,5,1000,1.1081870302852814,1.659578724675863,5.540935151426408,1.0844347414539224,998.3746301071197
1.0625,0,100,0.03125,0.03125,0.3,5,1000,1.1116332283752226,1.6646531427819948,5.5581661418761135,1.1190655861503374,998.3227682719736
1.09375,0,100,0.03125,0.03125,0.3,5,1000,1.115089602840265,1.669741997639503,5.575448014201325,1.1538041245370632,998.2707478612616
1.125,0,100,0.03125,0.03125,0.3,5,1000,1.1185561803077602,1.6748453235126688,5.592780901538801,1.1886506746258214,998.2185684238353
1.15625,0,100,0.03125,0.03125,0.3,5,1000,1.122032987452791,1.6799631547031413,5.610164937263955,1.223605555260439,998.1662295074756
1.1875,0,100,0.03125,0.03125,0.3,5,1000,1.1255200509981056,1.685095525549657,5.627600254990528,1.2586690861183387,998.1137306588911
1.21875,0,100,0.03125,0.03125,0.3,5,1000,1.129017397714053,1.6902424704277579,5.645086988570265,1.2938415877120295,998.0610714237176
1.25,0,100,0.03125,0.03125,0.3,5,1000,1.1325250544185137,1.6954040237495094,5.662625272092568,1.3291233813905936,998.0082513465168
1.28125,0,100,0.03125,0.03125,0.3,5,1000,1.1360430479768324,1.700580219963212,5.680215239884162,1.3645147893411722,997.9552699707746
1.3125,0,100,0.03125,0.03125,0.3,5,1000,1.1395714053017474,1.7057710935531125,5.6978570265087365,1.4000161345904483,997.9021268389007
1.34375,0,100,0.03125,0.03125,0.3,5,1000,1.1431101533533183,1.7109766790391117,5.715550766766592,1.4356277410061278,997.8488214922272
1.375,0,100,0.03125,0.03125,0.3,5,1000,1.1466593191388545,1.7161970109764666,5.733296595694273,1.471349933298419,997.7953534710073
1.40625,0,100,0.03125,0.03125,0.3,5,1000,1.1502189297128396,1.721432123955496,5.751094648564198,1.5071830370215082,997.7417223144142
1.4375,0,100,0.03125,0.03125,0.3,5,1000,1.1537890121768561,1.7266820526012767,5.768945060884281,1.5431273785750346,997.6879275605406
1.46875,0,100,0.03125,0.03125,0.3,5,1000,1.1573695936795088,1.7319468315733397,5.786847968397544,1.5791832852055614,997.6339687463968
1.5,0,100,0.03125,0.03125,0.3,5,1000,1.1609607014163452,1.7372264955653651,5.8048035070817265,1.6153510850080461,997.5798454079102
1.53125,0,100,0.03125,0.03125,0.3,5,1000,1.1645623626297765,1.74252107930487,5.822811813148883,1.6516311069273069,997.5255570799237
1.5625,0,100,0.03125,0.03125,0.3,5,1000,1.1681746046089958,1.747830617552898,5.8408730230449795,1.6880236807594873,997.4711032961955
1.59375,0,100,0.03125,0.03125,0.3,5,1000,1.1717974546898953,1.7531551451037013,5.858987273449476,1.7245291371535183,997.4164835893969
1.625,0,100,0.03125,0.03125,0.3,5,1000,1.1754309402549814,1.758494696784424,5.8771547012749075,1.7611478076125775,997.3616974911124
1.65625,0,100,0.03125,0.03125,0.3,5,1000,1.1790750887332906,1.7638493074547787,5.8953754436664525,1.7978800244955457,997.3067445318379
1.6875,0,100,0.03125,0.03125,0.3,5,1000,1.1827299276002998,1.7692190120067235,5.913649638001499,1.834726121018461,997.2516242409799
1.71875,0,100,0.03125,0.03125,0.3,5,1000,1.18639548437784,1.7746038453641326,5.9319774218892,1.8716864312559705,997.1963361468547
1.75,0,100,0.03125,0.03125,0.3,5,1000,1.1900717866340043,1.7800038424824673,5.950358933170022,1.908761290142778,997.1408797766871
1.78125,0,100,0.03125,0.03125,0.3,5,1000,1.1937588619830573,1.7854190383484414,5.968794309915286,1.9459510334750907,997.0852546566095
1.8125,0,100,0.03125,0.03125,0.3,5,1000,1.197456738085341,1.7908494679796845,5.987283690426705,1.9832559979120612,997.0294603116612
1.84375,0,100,0.03125,0.03125,0.3,5,1000,1.2011654426471805,1.7962951664244016,6.005827213235903,2.020676520977228,996.9734962657868
1.875,0,100,0.03125,0.03125,0.3,5,1000,1.2048850034207883,1.8017561687610313,6.024425017103941,2.0582129410599523,996.9173620418361
1.90625,0,100,0.03125,0.03125,0.3,5,1000,1.2086154482041649,1.807232510097899,6.043077241020824,2.095865597416852,996.8610571615624
1.9375,0,100,0.03125,0.03125,0.3,5,1000,1.2123568048410007,1.8127242255728668,6.061784024205004,2.133634830173232,996.8045811456218
1.96875,0,100,0.03125,0.03125,0.3,5,1000,1.216109101220575,1.818231350352984,6.080545506102874,2.1715209803245132,996.7479335135727
