time,INITIAL TIME,FINAL TIME,TIME STEP,SAVEPER,growth rate,growth,Population
16.25,0,100,0.25,0.25,0.1,49.779582568013254,497.7958256801325
16.5,0,100,0.25,0.25,0.1,51.02407213221358,510.2407213221358
16.75,0,100,0.25,0.25,0.1,52.299673935518925,522.9967393551892
17.0,0,100,0.25,0.25,0.1,53.6071657839069,536.071657839069
17.25,0,100,0.25,0.25,0.1,54.94734492850458,549.4734492850457
17.5,0,100,0.25,0.25,0.1,56.32102855171719,563.2102855171719
17.75,0,100,0.25,0.25,0.1,57.729054265510115,577.2905426551011
18.0,0,100,0.25,0.25,0.1,59.172280622147866,591.7228062214787
18.25,0,100,0.25,0.25,0.1,60.65158763770157,606.5158763770156
18.5,0,100,0.25,0.25,0.1,62.1678773286441,621.678773286441
18.75,0,100,0.25,0.25,0.1,63.7220742618602,637.220742618602
19.0,0,100,0.25,0.25,0.1,65.31512611840671,653.151261184067
19.25,0,100,0.25,0.25,0.1,66.94800427136687,669.4800427136687
19.5,0,100,0.25,0.25,0.1,68.62170437815104,686.2170437815104
19.75,0,100,0.25,0.25,0.1,70.33724698760481,703.3724698760482
20.0,0,100,0.25,0.25,0.1,72.09567816229494,720.9567816229494
20.25,0,100,0.25,0.25,0.1,73.89807011635232,738.9807011635231
20.5,0,100,0.25,0.25,0.1,75.74552186926113,757.4552186926112
20.75,0,100,0.25,0.25,0.1,77.63915991599265,776.3915991599265
21.0,0,100,0.25,0.25,0.1,79.58013891389247,795.8013891389246
21.25,0,100,0.25,0.25,0.1,81.56964238673977,815.6964238673977
21.5,0,100,0.25,0.25,0.1,83.60888344640827,836.0888344640827
21.75,0,100,0.25,0.25,0.1,85.69910553256847,856.9910553256847
22.0,0,100,0.25,0.25,0.1,87.84158317088269,878.4158317088268
22.25,0,100,0.25,0.25,0.1,90.03762275015475,900.3762275015474
22.5,0,100,0.25,0.25,0.1,92.28856331890861,922.8856331890861
22.75,0,100,0.25,0.25,0.1,94.59577740188132,945.9577740188132
23.0,0,100,0.25,0.25,0.1,96.96067183692836,969.6067183692835
23.25,0,100,0.25,0.25,0.1,99.38468863285156,993.8468863285156
23.5,0,100,0.25,0.25,0.1,101.86930584867285,1018.6930584867284
23.75,0,100,0.25,0.25,0.1,104.41603849488966,1044.1603849488965
24.0,0,100,0.25,0.25,0.1,107.02643945726192,1070.264394572619
24.25,0,100,0.25,0.25,0.1,109.70210044369347,1097.0210044369346
24.5,0,100,0.25,0.25,0.1,112.44465295478581,1124.446529547858
24.75,0,100,0.25,0.25,0.1,115.25576927865546,1152.5576927865545
25.0,0,100,0.25,0.25,0.1,118.13716351062186,1181.3716351062185
25.25,0,100,0.25,0.25,0.1,121.09059259838739,1210.9059259838739
25.5,0,100,0.25,0.25,0.1,124.11785741334707,1241.1785741334706
25.75,0,100,0.25,0.25,0.1,127.22080384868076,1272.2080384868075
26.0,0,100,0.25,0.25,0.1,130.40132394489777,1304.0132394489776
26.25,0,100,0.25,0.25,0.1,133.6613570435202,1336.613570435202
26.5,0,100,0.25,0.25,0.1,137.00289096960822,1370.028909696082
26.75,0,100,0.25,0.25,0.1,140.42796324384844,1404.2796324384842
27.0,0,100,0.25,0.25,0.1,143.93866232494463,1439.3866232494463
27.25,0,100,0.25,0.25,0.1,147.53712888306825,1475.3712888306825
27.5,0,100,0.25,0.25,0.1,151.22555710514496,1512.2555710514496
27.75,0,100,0.25,0.25,0.1,155.00619603277357,1550.0619603277357
28.0,0,100,0.25,0.25,0.1,158.88135093359293,1588.8135093359292
28.25,0,100,0.25,0.25,0.1,162.85338470693276,1628.5338470693275
28.5,0,100,0.25,0.25,0.1,166.9247193246061,1669.2471932460608
28.75,0,100,0.25,0.25,0.1,171.09783730772125,1710.9783730772124
29.0,0,100,0.25,0.25,0.1,175.3752832404143,1753.7528324041427
29.25,0,100,0.25,0.25,0.1,179.75966532142465,1797.5966532142463
29.5,0,100,0.25,0.25,0.1,184.25365695446027,1842.5365695446026
29.75,0,100,0.25,0.25,0.1,188.85999837832176,1888.5999837832176
30.0,0,100,0.25,0.25,0.1,193.5814983377798,1935.814983377798
30.25,0,100,0.25,0.25,0.1,198.4210357962243,1984.2103579622428
30.5,0,100,0.25,0.25,0.1,203.38156169112992,2033.815616911299
30.75,0,100,0.25,0.25,0.1,208.46610073340818,2084.6610073340817
31.0,0,100,0.25,0.25,0.1,213.6777532517434,2136.777532517434
31.25,0,100,0.25,0.25,0.1,219.01969708303696,2190.1969708303695
31.5,0,100,0.25,0.25,0.1,224.49518951011288,2244.9518951011287
31.75,0,100,0.25,0.25,0.1,230.1075692478657,2301.075692478657
32.0,0,100,0.25,0.25,0.1,235.86025847906237,2358.6025847906235
32.25,0,100,0.25,0.25,0.1,241.7567649410389,2417.567649410389
32.5,0,100,0.25,0.25,0.1,247.8006840645649,2478.006840645649
32.75,0,100,0.25,0.25,0.1,253.99570116617903,2539.95701166179
33.0,0,100,0.25,0.25,0.1,260.3455936953335,2603.455936953335
33.25,0,100,0.25,0.25,0.1,266.8542335377169,2668.5423353771685
33.5,0,100,0.25,0.25,0.1,273.52558937615976,2735.2558937615977
33.75,0,100,0.25,0.25,0.1,280.3637291105638,2803.637291105638
34.0,0,100,0.25,0.25,0.1,287.3728223383279,2873.728223383279
34.25,0,100,0.25,0.25,0.1,294.5571428967861,2945.571428967861
34.5,0,100,0.25,0.25,0.1,301.92107146920574,3019.2107146920575
34.75,0,100,0.25,0.25,0.1,309.46909825593593,3094.690982559359
35.0,0,100,0.25,0.25,0.1,317.2058257123343,3172.0582571233426
35.25,0,100,0.25,0.25,0.1,325.1359713551426,3251.359713551426
35.5,0,100,0.25,0.25,0.1,333.2643706390212,3332.6437063902117
35.75,0,100,0.25,0.25,0.1,341.59597990499674,3415.959799049967
36.0,0,100,0.25,0.25,0.1,350.13587940262164,3501.358794026216
36.25,0,100,0.25,0.25,0.1,358.8892763876872,3588.8927638768714
36.5,0,100,0.25,0.25,0.1,367.8615082973793,3678.615082973793
36.75,0,100,0.25,0.25,0.1,377.05804600481383,3770.580460048138
37.0,0,100,0.25,0.25,0.1,386.48449715493416,3864.844971549341
37.25,0,100,0.25,0.25,0.1,396.1466095838075,3961.4660958380746
37.5,0,100,0.25,0.25,0.1,406.0502748234027,4060.5027482340265
37.75,0,100,0.25,0.25,0.1,416.20153169398776,4162.015316939877
38.0,0,100,0.25,0.25,0.1,426.60656998633743,4266.065699863374
38.25,0,100,0.25,0.25,0.1,437.27173423599584,4372.717342359958
38.5,0,100,0.25,0.25,0.1,448.20352759189575,4482.035275918957
38.75,0,100,0.25,0.25,0.1,459.4086157816932,4594.0861578169315
39.0,0,100,0.25,0.25,0.1,470.8938311762355,4708.938311762355
39.25,0,100,0.25,0.25,0.1,482.6661769556414,4826.661769556414
39.5,0,100,0.25,0.25,0.1,494.7328313795324,4947.328313795324
39.75,0,100,0.25,0.25,0.1,507.10115216402073,5071.011521640207
40.0,0,100,0.25,0.25,0.1,519.7786809681213,5197.786809681213
40.25,0,100,0.25,0.25,0.1,532.7731479923243,5327.731479923243
40.5,0,100,0.25,0.25,0.1,546.0924766921324,5460.924766921324
40.75,0,100,0.25,0.25,0.1,559.7447886094357,5597.447886094356
41.0,0,100,0.25,0.25,0.1,573.7384083246715,5737.384083246715
41.25,0,100,0.25,0.25,0.1,588.0818685327883,5880.818685327883
41.5,0,100,0.25,0.25,0.1,602.783915246108,6027.83915246108
41.75,0,100,0.25,0.25,0.1,617.8535131272607,6178.535131272607
42.0,0,100,0.25,0.25,0.1,633.2998509554423,6332.9985095544225
42.25,0,100,0.25,0.25,0.1,649.1323472293284,6491.323472293283
42.5,0,100,0.25,0.25,0.1,665.3606559100616,6653.606559100615
42.75,0,100,0.25,0.25,0.1,681.9946723078132,6819.946723078131
43.0,0,100,0.25,0.25,0.1,699.0445391155085,6990.4453911550845
43.25,0,100,0.25,0.25,0.1,716.5206525933962,7165.2065259339615
43.5,0,100,0.25,0.25,0.1,734.4336689082311,7344.336689082311
43.75,0,100,0.25,0.25,0.1,752.7945106309369,7527.945106309368
44.0,0,100,0.25,0.25,0.1,771.6143733967103,7716.143733967103
44.25,0,100,0.25,0.25,0.1,790.9047327316281,7909.047327316281
44.5,0,100,0.25,0.25,0.1,810.6773510499188,8106.773510499188
44.75,0,100,0.25,0.25,0.1,830.9442848261668,8309.442848261668
45.0,0,100,0.25,0.25,0.1,851.717891946821,8517.17891946821
45.25,0,100,0.25,0.25,0.1,873.0108392454915,8730.108392454915
45.5,0,100,0.25,0.25,0.1,894.8361102266289,8948.361102266288
45.75,0,100,0.25,0.25,0.1,917.2070129822946,9172.070129822945
46.0,0,100,0.25,0.25,0.1,940.137188306852,9401.37188306852
46.25,0,100,0.25,0.25,0.1,963.6406180145232,9636.406180145232
46.5,0,100,0.25,0.25,0.1,987.7316334648863,9877.316334648862
46.75,0,100,0.25,0.25,0.1,1012.4249243015083,10124.249243015083
47.0,0,100,0.25,0.25,0.1,1037.7355474090461,10377.35547409046
47.25,0,100,0.25,0.25,0.1,1063.678936094272,10636.789360942721
47.5,0,100,0.25,0.25,0.1,1090.270909496629,10902.709094966289
47.75,0,100,0.25,0.25,0.1,1117.5276822340445,11175.276822340446
48.0,0,100,0.25,0.25,0.1,1145.4658742898957,11454.658742898957
48.25,0,100,0.25,0.25,0.1,1174.102521147143,11741.025211471431
48.5,0,100,0.25,0.25,0.1,1203.4550841758216,12034.550841758217
48.75,0,100,0.25,0.25,0.1,1233.5414612802174,12335.414612802173
49.0,0,100,0.25,0.25,0.1,1264.3799978122229,12643.799978122228
49.25,0,100,0.25,0.25,0.1,1295.9894977575286,12959.894977575284
49.5,0,100,0.25,0.25,0.1,1328.3892352014668,13283.892352014667
49.75,0,100,0.25,0.25,0.1,1361.5989660815035,13615.989660815034
50.0,0,100,0.25,0.25,0.1,1395.638940233541,13956.38940233541
50.25,0,100,0.25,0.25,0.1,1430.5299137393795,14305.299137393795
50.5,0,100,0.25,0.25,0.1,1466.293161582864,14662.93161582864
50.75,0,100,0.25,0.25,0.1,1502.9504906224356,15029.504906224356
51.0,0,100,0.25,0.25,0.1,1540.5242528879965,15405.242528879964
51.25,0,100,0.25,0.25,0.1,1579.0373592101964,15790.373592101963
51.5,0,100,0.25,0.25,0.1,1618.5132931904513,16185.132931904513
51.75,0,100,0.25,0.25,0.1,1658.9761255202125,16589.761255202124
52.0,0,100,0.25,0.25,0.1,1700.450528658218,17004.505286582178
52.25,0,100,0.25,0.25,0.1,1742.9617918746733,17429.61791874673
52.5,0,100,0.25,0.25,0.1,1786.53583667154,17865.358366715398
52.75,0,100,0.25,0.25,0.1,1831.1992325883284,18311.992325883282
53.0,0,100,0.25,0.25,0.1,1876.9792134030367,18769.792134030366
53.25,0,100,0.25,0.25,0.1,1923.9036937381127,19239.036937381126
53.5,0,100,0.25,0.25,0.1,1972.0012860815657,19720.012860815656
53.75,0,100,0.25,0.25,0.1,2021.3013182336047,20213.013182336046
54.0,0,100,0.25,0.25,0.1,2071.833851189445,20718.338511894446
54.25,0,100,0.25,0.25,0.1,2123.629697469181,21236.296974691806
54.5,0,100,0.25,0.25,0.1,2176.72043990591,21767.2043990591
54.75,0,100,0.25,0.25,0.1,2231.138450903558,22311.38450903558
55.0,0,100,0.25,0.25,0.1,2286.916912176147,22869.169121761468
55.25,0,100,0.25,0.25,0.1,2344.0898349805507,23440.898349805506
55.5,0,100,0.25,0.25,0.1,2402.6920808550644,24026.920808550643
55.75,0,100,0.25,0.25,0.1,2462.759382876441,24627.59382876441
56.0,0,100,0.25,0.25,0.1,2524.328367448352,25243.28367448352
56.25,0,100,0.25,0.25,0.1,2587.436576634561,25874.365766345607
56.5,0,100,0.25,0.25,0.1,2652.1224910504247,26521.224910504247
56.75,0,100,0.25,0.25,0.1,2718.4255533266855,27184.255533266853
57.0,0,100,0.25,0.25,0.1,2786.3861921598527,27863.861921598524
57.25,0,100,0.25,0.25,0.1,2856.045846963849,28560.458469638488
57.5,0,100,0.25,0.25,0.1,2927.4469931379454,29274.46993137945
57.75,0,100,0.25,0.25,0.1,3000.633167966394,30006.331679663937
58.0,0,100,0.25,0.25,0.1,3075.6489971655537,30756.489971655537
58.25,0,100,0.25,0.25,0.1,3152.5402220946926,31525.402220946926
58.5,0,100,0.25,0.25,0.1,3231.3537276470597,32313.537276470597
58.75,0,100,0.25,0.25,0.1,3312.137570838236,33121.37570838236
59.0,0,100,0.25,0.25,0.1,3394.941010109192,33949.41010109192
59.25,0,100,0.25,0.25,0.1,3479.8145353619216,34798.14535361921
59.5,0,100,0.25,0.25,0.1,3566.8098987459693,35668.09898745969
59.75,0,100,0.25,0.25,0.1,3655.980146214619,36559.801462146184
60.0,0,100,0.25,0.25,0.1,3747.3796498699844,37473.79649869984
60.25,0,100,0.25,0.25,0.1,3841.064141116734,38410.64141116734
60.5,0,100,0.25,0.25,0.1,3937.0907446446527,39370.90744644652
60.75,0,100,0.25,0.25,0.1,4035.5180132607693,40355.18013260769
61.0,0,100,0.25,0.25,0.1,4136.405963592289,41364.05963592288
61.25,0,100,0.25,0.25,0.1,4239.816112682095,42398.16112682095
61.5,0,100,0.25,0.25,0.1,4345.811515499148,43458.11515499148
61.75,0,100,0.25,0.25,0.1,4454.456803386626,44544.568033866264
62.0,0,100,0.25,0.25,0.1,4565.818223471292,45658.18223471292
62.25,0,100,0.25,0.25,0.1,4679.963679058074,46799.63679058074
62.5,0,100,0.25,0.25,0.1,4796.962771034526,47969.62771034526
62.75,0,100,0.25,0.25,0.1,4916.88684031039,49168.868403103894
63.0,0,100,0.25,0.25,0.1,5039.80901131815,50398.09011318149
63.25,0,100,0.25,0.25,0.1,5165.804236601103,51658.042366011025
63.5,0,100,0.25,0.25,0.1,5294.949342516131,52949.4934251613
63.75,0,100,0.25,0.25,0.1,5427.323076079034,54273.230760790335
64.0,0,100,0.25,0.25,0.1,5563.00615298101,55630.0615298101
64.25,0,100,0.25,0.25,0.1,5702.081306805536,57020.81306805535
64.5,0,100,0.25,0.25,0.1,5844.633339475674,58446.33339475674
64.75,0,100,0.25,0.25,0.1,5990.749172962565,59907.49172962565
65.0,0,100,0.25,0.25,0.1,6140.51790228663,61405.179022866294
65.25,0,100,0.25,0.25,0.1,6294.030849843795,62940.30849843795
65.5,0,100,0.25,0.25,0.1,6451.381621089891,64513.816210898905
65.75,0,100,0.25,0.25,0.1,6612.666161617138,66126.66161617138
66.0,0,100,0.25,0.25,0.1,6777.982815657567,67779.82815657566
66.25,0,100,0.25,0.25,0.1,6947.432386049006,69474.32386049005
66.5,0,100,0.25,0.25,0.1,7121.118195700231,71211.1819570023
66.75,0,100,0.25,0.25,0.1,7299.146150592736,72991.46150592736
67.0,0,100,0.25,0.25,0.1,7481.624804357554,74816.24804357554
67.25,0,100,0.25,0.25,0.1,7668.665424466493,76686.65424466493
67.5,0,100,0.25,0.25,0.1,7860.382060078155,78603.82060078155
67.75,0,100,0.25,0.25,0.1,8056.8916115801085,80568.91611580108
68.0,0,100,0.25,0.25,0.1,8258.313901869611,82583.1390186961
68.25,0,100,0.25,0.25,0.1,8464.771749416352,84647.71749416352
68.5,0,100,0.25,0.25,0.1,8676.391043151762,86763.91043151761
68.75,0,100,0.25,0.25,0.1,8893.300819230555,88933.00819230555
69.0,0,100,0.25,0.25,0.1,9115.63333971132,91156.3333971132
69.25,0,100,0.25,0.25,0.1,9343.524173204103,93435.24173204103
69.5,0,100,0.25,0.25,0.1,9577.112277534206,95771.12277534205
69.75,0,100,0.25,0.25,0.1,9816.540084472561,98165.4008447256
70.0,0,100,0.25,0.25,0.1,10061.953586584375,100619.53586584375
70.25,0,100,0.25,0.25,0.1,10313.502426248984,103135.02426248984
70.5,0,100,0.25,0.25,0.1,10571.339986905208,105713.39986905208
70.75,0,100,0.25,0.25,0.1,10835.623486577839,108356.23486577839
71.0,0,100,0.25,0.25,0.1,11106.514073742284,111065.14073742284
71.25,0,100,0.25,0.25,0.1,11384.176925585842,113841.76925585841
71.5,0,100,0.25,0.25,0.1,11668.781348725488,116687.81348725487
71.75,0,100,0.25,0.25,0.1,11960.500882443625,119605.00882443624
72.0,0,100,0.25,0.25,0.1,12259.513404504716,122595.13404504715
72.25,0,100,0.25,0.25,0.1,12566.001239617333,125660.01239617332
72.5,0,100,0.25,0.25,0.1,12880.151270607766,128801.51270607766
72.75,0,100,0.25,0.25,0.1,13202.15505237296,132021.5505237296
73.0,0,100,0.25,0.25,0.1,13532.208928682283,135322.08928682283
73.25,0,100,0.25,0.25,0.1,13870.51415189934,138705.1415189934
73.5,0,100,0.25,0.25,0.1,14217.277005696824,142172.77005696823
73.75,0,100,0.25,0.25,0.1,14572.708930839244,145727.08930839243
74.0,0,100,0.25,0.25,0.1,14937.026654110225,149370.26654110223
74.25,0,100,0.25,0.25,0.1,15310.452320462979,153104.52320462978
74.5,0,100,0.25,0.25,0.1,15693.213628474554,156932.13628474553
74.75,0,100,0.25,0.25,0.1,16085.543969186416,160855.43969186416
75.0,0,100,0.25,0.25,0.1,16487.682568416076,164876.82568416075
75.25,0,100,0.25,0.25,0.1,16899.874632626477,168998.74632626478
75.5,0,100,0.25,0.25,0.1,17322.37149844214,173223.7149844214
75.75,0,100,0.25,0.25,0.1,17755.430785903194,177554.30785903192
76.0,0,100,0.25,0.25,0.1,18199.316555550773,181993.16555550773
76.25,0,100,0.25,0.25,0.1,18654.299469439542,186542.99469439543
76.5,0,100,0.25,0.25,0.1,19120.65695617553,191206.5695617553
76.75,0,100,0.25,0.25,0.1,19598.673380079923,195986.7338007992
77.0,0,100,0.25,0.25,0.1,20088.64021458192,200886.4021458192
77.25,0,100,0.25,0.25,0.1,20590.85621994647,205908.56219946468
77.5,0,100,0.25,0.25,0.1,21105.627625445133,211056.2762544513
77.75,0,100,0.25,0.25,0.1,21633.26831608126,216332.6831608126
78.0,0,100,0.25,0.25,0.1,22174.100023983294,221741.0002398329
78.25,0,100,0.25,0.25,0.1,22728.452524582874,227284.52524582873
78.5,0,100,0.25,0.25,0.1,23296.663837697444,232966.63837697444
78.75,0,100,0.25,0.25,0.1,23879.080433639883,238790.8043363988
79.0,0,100,0.25,0.25,0.1,24476.05744448088,244760.5744448088
79.25,0,100,0.25,0.25,0.1,25087.9588805929,250879.588805929
79.5,0,100,0.25,0.25,0.1,25715.157852607725,257151.57852607724
79.75,0,100,0.25,0.25,0.1,26358.036798922916,263580.36798922915
80.0,0,100,0.25,0.25,0.1,27016.987718895987,270169.87718895986
80.25,0,100,0.25,0.25,0.1,27692.412411868387,276924.12411868386
80.5,0,100,0.25,0.25,0.1,28384.722722165097,283847.22722165094
80.75,0,100,0.25,0.25,0.1,29094.340790219223,290943.4079021922
81.0,0,100,0.25,0.25,0.1,29821.6993099747,298216.993099747
81.25,0,100,0.25,0.25,0.1,30567.241792724068,305672.41792724066
81.5,0,100,0.25,0.25,0.1,31331.422837542166,313314.22837542166
81.75,0,100,0.25,0.25,0.1,32114.70840848072,321147.0840848072
82.0,0,100,0.25,0.25,0.1,32917.57611869274,329175.7611869274
82.25,0,100,0.25,0.25,0.1,33740.51552166006,337405.1552166006
82.5,0,100,0.25,0.25,0.1,34584.02840970156,345840.28409701557
82.75,0,100,0.25,0.25,0.1,35448.6291199441,354486.29119944095
83.0,0,100,0.25,0.25,0.1,36334.844847942695,363348.44847942697
83.25,0,100,0.25,0.25,0.1,37243.21596914127,372432.15969141264
83.5,0,100,0.25,0.25,0.1,38174.296368369796,381742.963683698
83.75,0,100,0.25,0.25,0.1,39128.65377757904,391286.53777579044
84.0,0,100,0.25,0.25,0.1,40106.870122018525,401068.7012201852
84.25,0,100,0.25,0.25,0.1,41109.541875068986,411095.41875068983
84.5,0,100,0.25,0.25,0.1,42137.28042194571,421372.8042194571
84.75,0,100,0.25,0.25,0.1,43190.71243249436,431907.1243249435
85.0,0,100,0.25,0.25,0.1,44270.480243306716,442704.8024330671
85.25,0,100,0.25,0.25,0.1,45377.24224938938,453772.42249389377
85.5,0,100,0.25,0.25,0.1,46511.673305624114,465116.7330562411
85.75,0,100,0.25,0.25,0.1,47674.46513826472,476744.65138264716
86.0,0,100,0.25,0.25,0.1,48866.32676672134,488663.26766721334
86.25,0,100,0.25,0.25,0.1,50087.98493588937,500879.8493588937
86.5,0,100,0.25,0.25,0.1,51340.18455928661,513401.84559286607
86.75,0,100,0.25,0.25,0.1,52623.68917326877,526236.8917326877
87.0,0,100,0.25,0.25,0.1,53939.28140260049,539392.8140260049
87.25,0,100,0.25,0.25,0.1,55287.763437665504,552877.634376655
87.5,0,100,0.25,0.25,0.1,56669.95752360714,566699.5752360714
87.75,0,100,0.25,0.25,0.1,58086.70646169732,580867.0646169732
88.0,0,100,0.25,0.25,0.1,59538.87412323975,595388.7412323975
88.25,0,100,0.25,0.25,0.1,61027.34597632075,610273.4597632075
88.5,0,100,0.25,0.25,0.1,62553.02962572876,625530.2962572876
88.75,0,100,0.25,0.25,0.1,64116.85536637198,641168.5536637198
89.0,0,100,0.25,0.25,0.1,65719.77675053128,657197.7675053128
89.25,0,100,0.25,0.25,0.1,67362.77116929456,673627.7116929456
89.5,0,100,0.25,0.25,0.1,69046.84044852693,690468.4044852692
89.75,0,100,0.25,0.25,0.1,70773.0114597401,707730.114597401
90.0,0,100,0.25,0.25,0.1,72542.3367462336,725423.367462336
90.25,0,100,0.25,0.25,0.1,74355.89516488944,743558.9516488943
90.5,0,100,0.25,0.25,0.1,76214.79254401167,762147.9254401167
90.75,0,100,0.25,0.25,0.1,78120.16235761196,781201.6235761195
91.0,0,100,0.25,0.25,0.1,80073.16641655227,800731.6641655226
91.25,0,100,0.25,0.25,0.1,82074.99557696607,820749.9557696606
91.5,0,100,0.25,0.25,0.1,84126.87046639022,841268.7046639022
91.75,0,100,0.25,0.25,0.1,86230.04222804998,862300.4222804997
92.0,0,100,0.25,0.25,0.1,88385.79328375123,883857.9328375122
92.25,0,100,0.25,0.25,0.1,90595.43811584501,905954.38115845
92.5,0,100,0.25,0.25,0.1,92860.32406874113,928603.2406874113
92.75,0,100,0.25,0.25,0.1,95181.83217045966,951818.3217045965
93.0,0,100,0.25,0.25,0.1,97561.37797472114,975613.7797472114
93.25,0,100,0.25,0.25,0.1,100000.41242408917,1000004.1242408917
93.5,0,100,0.25,0.25,0.1,102500.42273469141,1025004.227346914
93.75,0,100,0.25,0.25,0.1,105062.93330305869,1050629.3330305868
94.0,0,100,0.25,0.25,0.1,107689.50663563516,1076895.0663563516
94.25,0,100,0.25,0.25,0.1,110381.74430152605,1103817.4430152604
94.5,0,100,0.25,0.25,0.1,113141.2879090642,1131412.8790906419
94.75,0,100,0.25,0.25,0.1,115969.82010679081,1159698.201067908
95.0,0,100,0.25,0.25,0.1,118869.06560946057,1188690.6560946056
95.25,0,100,0.25,0.25,0.1,121840.79224969709,1218407.9224969707
95.5,0,100,0.25,0.25,0.1,124886.81205593952,1248868.120559395
95.75,0,100,0.25,0.25,0.1,128008.98235733801,1280089.82357338
96.0,0,100,0.25,0.25,0.1,131209.20691627145,1312092.0691627145
